team_a,team_b,goals_a,goals_b,outcome,rating_a,rating_b,prob_a_win,prob_draw,prob_b_win,neutral,stage,year
Saudi Arabia,Canada,2,3,away_win,1520,1560,0.3187,0.28,0.4013,True,friendly,2012
South Korea,Uruguay,2,1,home_win,1590,1680,0.2688,0.28,0.4512,True,group,2023
Poland,Spain,2,3,away_win,1600,1800,0.173,0.28,0.547,True,friendly,2015
Portugal,Ghana,3,1,home_win,1860,1550,0.6165,0.28,0.1035,False,group,2024
Spain,USA,5,1,home_win,1800,1620,0.5314,0.28,0.1886,True,friendly,2020
Uruguay,Denmark,0,0,draw,1680,1670,0.3704,0.28,0.3496,True,semi,2010
Netherlands,Saudi Arabia,2,1,home_win,1750,1520,0.5687,0.28,0.1513,True,quarter,2025
South Korea,France,3,3,draw,1690,1840,0.2136,0.28,0.5064,False,round_of_16,2021
Serbia,Ecuador,3,3,draw,1695,1570,0.4842,0.28,0.2358,False,friendly,2022
Germany,Switzerland,3,1,home_win,1880,1660,0.5617,0.28,0.1583,False,group,2021
Japan,Iran,0,1,away_win,1640,1530,0.4703,0.28,0.2497,True,quarter,2018
Italy,Poland,2,1,home_win,1810,1600,0.5545,0.28,0.1655,False,group,2017
Cameroon,Canada,2,3,away_win,1560,1560,0.36,0.28,0.36,True,friendly,2024
Ecuador,Portugal,1,2,away_win,1570,1760,0.1807,0.28,0.5393,True,friendly,2024
Serbia,Iran,2,1,home_win,1595,1530,0.4266,0.28,0.2934,True,group,2010
England,South Korea,1,0,home_win,1790,1590,0.547,0.28,0.173,True,final,2020
Germany,Argentina,0,0,draw,1780,1850,0.2884,0.28,0.4316,True,group,2023
Japan,Argentina,0,2,away_win,1740,1850,0.2497,0.28,0.4703,False,friendly,2017
Portugal,Senegal,0,2,away_win,1860,1610,0.582,0.28,0.138,False,friendly,2017
Tunisia,Croatia,4,4,draw,1640,1700,0.2984,0.28,0.4216,False,friendly,2013
Germany,Saudi Arabia,3,3,draw,1880,1520,0.6395,0.28,0.0805,False,friendly,2015
Uruguay,Serbia,0,5,away_win,1680,1595,0.4464,0.28,0.2736,True,round_of_16,2023
Iran,Belgium,2,3,away_win,1530,1720,0.1807,0.28,0.5393,True,group,2011
Tunisia,Uruguay,2,3,away_win,1540,1680,0.2223,0.28,0.4977,True,group,2023
Mexico,Australia,2,0,home_win,1730,1580,0.5064,0.28,0.2136,False,quarter,2018
Costa Rica,Portugal,0,0,draw,1610,1760,0.2136,0.28,0.5064,False,friendly,2023
Cameroon,Saudi Arabia,3,3,draw,1560,1520,0.4013,0.28,0.3187,True,friendly,2020
Italy,USA,0,0,draw,1710,1620,0.4512,0.28,0.2688,True,friendly,2021
Switzerland,Netherlands,2,1,home_win,1760,1750,0.3704,0.28,0.3496,False,friendly,2018
Costa Rica,South Korea,0,2,away_win,1510,1590,0.2785,0.28,0.4415,True,quarter,2017
Argentina,Costa Rica,4,1,home_win,1850,1510,0.6309,0.28,0.0891,True,round_of_16,2020
England,Argentina,2,1,home_win,1790,1850,0.2984,0.28,0.4216,True,group,2023
Switzerland,Cameroon,2,1,home_win,1760,1560,0.547,0.28,0.173,False,group,2018
Canada,Costa Rica,2,1,home_win,1660,1510,0.5064,0.28,0.2136,False,friendly,2018
South Korea,USA,3,1,home_win,1590,1620,0.329,0.28,0.391,True,group,2018
Qatar,Iran,0,1,away_win,1490,1530,0.3187,0.28,0.4013,True,group,2021
Germany,Argentina,2,2,draw,1780,1850,0.2884,0.28,0.4316,True,friendly,2010
Japan,Qatar,4,3,home_win,1640,1490,0.5064,0.28,0.2136,True,semi,2025
Japan,Saudi Arabia,3,0,home_win,1740,1520,0.5617,0.28,0.1583,False,group,2020
Spain,Portugal,1,1,draw,1900,1760,0.4977,0.28,0.2223,False,quarter,2016
Japan,Canada,2,1,home_win,1640,1560,0.4415,0.28,0.2785,True,group,2020
Denmark,Belgium,0,0,draw,1670,1720,0.3085,0.28,0.4115,True,quarter,2025
Ghana,England,2,3,away_win,1550,1790,0.1445,0.28,0.5755,True,friendly,2011
Argentina,Spain,4,3,home_win,1850,1800,0.4115,0.28,0.3085,True,round_of_16,2022
Uruguay,Serbia,4,0,home_win,1680,1595,0.4464,0.28,0.2736,True,semi,2010
Portugal,Senegal,0,2,away_win,1760,1610,0.5064,0.28,0.2136,True,round_of_16,2012
France,Uruguay,3,2,home_win,1840,1680,0.515,0.28,0.205,True,friendly,2015
France,Portugal,0,0,draw,1840,1760,0.4415,0.28,0.2785,True,friendly,2025
Canada,Croatia,3,2,home_win,1660,1700,0.3187,0.28,0.4013,False,friendly,2017
Senegal,Denmark,1,1,draw,1610,1670,0.2984,0.28,0.4216,True,semi,2019
Qatar,Spain,0,0,draw,1490,1800,0.1035,0.28,0.6165,True,round_of_16,2025
Senegal,England,0,1,away_win,1610,1790,0.1886,0.28,0.5314,True,group,2025
Denmark,Senegal,2,1,home_win,1670,1610,0.4216,0.28,0.2984,True,group,2023
Germany,Cameroon,2,0,home_win,1780,1560,0.5617,0.28,0.1583,True,group,2022
Portugal,Croatia,2,3,away_win,1760,1700,0.4216,0.28,0.2984,True,friendly,2023
Qatar,Belgium,1,1,draw,1590,1720,0.2313,0.28,0.4887,False,friendly,2022
Australia,Costa Rica,1,2,away_win,1580,1510,0.4316,0.28,0.2884,True,group,2021
USA,Ecuador,0,0,draw,1620,1570,0.4115,0.28,0.3085,True,group,2010
Morocco,Mexico,2,2,draw,1650,1630,0.3807,0.28,0.3393,True,group,2021
South Korea,USA,1,4,away_win,1590,1620,0.329,0.28,0.391,True,friendly,2013
England,Mexico,1,1,draw,1790,1630,0.515,0.28,0.205,True,friendly,2024
Denmark,South Korea,2,1,home_win,1670,1590,0.4415,0.28,0.2785,True,friendly,2025
Iran,Wales,2,1,home_win,1530,1610,0.2785,0.28,0.4415,True,quarter,2023
Serbia,Portugal,2,3,away_win,1595,1760,0.2008,0.28,0.5192,True,group,2023
Argentina,Saudi Arabia,1,0,home_win,1950,1520,0.6641,0.28,0.0559,False,friendly,2014
Mexico,Wales,1,0,home_win,1730,1610,0.4796,0.28,0.2404,False,friendly,2019
Senegal,Belgium,0,0,draw,1710,1720,0.3496,0.28,0.3704,False,friendly,2025
Mexico,Ecuador,1,0,home_win,1630,1570,0.4216,0.28,0.2984,True,round_of_16,2010
Saudi Arabia,South Korea,2,1,home_win,1520,1590,0.2884,0.28,0.4316,True,final,2019
England,Mexico,4,0,home_win,1790,1630,0.515,0.28,0.205,True,semi,2018
Uruguay,Ecuador,3,2,home_win,1780,1570,0.5545,0.28,0.1655,False,group,2024
Morocco,Australia,3,2,home_win,1650,1580,0.4316,0.28,0.2884,True,semi,2016
Morocco,Netherlands,2,0,home_win,1750,1750,0.36,0.28,0.36,False,semi,2017
Senegal,Denmark,1,1,draw,1710,1670,0.4013,0.28,0.3187,False,friendly,2016
Croatia,Argentina,2,3,away_win,1700,1850,0.2136,0.28,0.5064,True,group,2010
Serbia,Spain,1,1,draw,1595,1800,0.1692,0.28,0.5508,True,friendly,2012
Serbia,Cameroon,0,3,away_win,1595,1560,0.3961,0.28,0.3239,True,friendly,2021
Cameroon,Saudi Arabia,0,2,away_win,1560,1520,0.4013,0.28,0.3187,True,group,2024
Mexico,Tunisia,1,0,home_win,1630,1540,0.4512,0.28,0.2688,True,friendly,2023
Morocco,Serbia,2,1,home_win,1650,1595,0.4165,0.28,0.3035,True,friendly,2022
Mexico,Uruguay,0,4,away_win,1630,1680,0.3085,0.28,0.4115,True,group,2023
Australia,England,1,1,draw,1580,1790,0.1655,0.28,0.5545,True,semi,2013
Italy,Denmark,2,2,draw,1810,1670,0.4977,0.28,0.2223,False,friendly,2022
Morocco,Serbia,2,2,draw,1650,1595,0.4165,0.28,0.3035,True,friendly,2011
Netherlands,Qatar,0,3,away_win,1750,1490,0.5883,0.28,0.1317,True,group,2019
Canada,Croatia,3,2,home_win,1560,1700,0.2223,0.28,0.4977,True,quarter,2013
USA,Switzerland,2,2,draw,1620,1660,0.3187,0.28,0.4013,True,group,2018
Spain,Canada,2,4,away_win,1900,1560,0.6309,0.28,0.0891,False,quarter,2025
Japan,Serbia,1,0,home_win,1740,1595,0.5021,0.28,0.2179,False,friendly,2013
Ecuador,Croatia,5,4,home_win,1670,1700,0.329,0.28,0.391,False,friendly,2013
Morocco,France,3,0,home_win,1650,1840,0.1807,0.28,0.5393,True,group,2011
Uruguay,Germany,2,3,away_win,1680,1780,0.2592,0.28,0.4608,True,final,2017
Uruguay,South Korea,0,1,away_win,1780,1590,0.5393,0.28,0.1807,False,round_of_16,2010
Switzerland,South Korea,1,0,home_win,1660,1590,0.4316,0.28,0.2884,True,semi,2011
Wales,Argentina,0,3,away_win,1710,1850,0.2223,0.28,0.4977,False,final,2024
Morocco,Switzerland,2,1,home_win,1650,1660,0.3496,0.28,0.3704,True,friendly,2013
Wales,Portugal,0,1,away_win,1610,1760,0.2136,0.28,0.5064,True,group,2019
Mexico,Saudi Arabia,2,1,home_win,1630,1520,0.4703,0.28,0.2497,True,quarter,2017
Qatar,Serbia,0,0,draw,1490,1595,0.2544,0.28,0.4656,True,final,2022
Brazil,Netherlands,1,3,away_win,1920,1750,0.5233,0.28,0.1967,False,round_of_16,2023
Costa Rica,Brazil,2,3,away_win,1510,1820,0.1035,0.28,0.6165,True,friendly,2021
Japan,Serbia,1,2,away_win,1740,1595,0.5021,0.28,0.2179,False,friendly,2021
Denmark,Argentina,1,0,home_win,1770,1850,0.2785,0.28,0.4415,False,group,2015
Ecuador,Japan,0,1,away_win,1570,1640,0.2884,0.28,0.4316,True,friendly,2019
Morocco,South Korea,3,4,away_win,1650,1590,0.4216,0.28,0.2984,True,friendly,2021
Belgium,Qatar,2,1,home_win,1720,1490,0.5687,0.28,0.1513,True,group,2019
South Korea,Belgium,3,4,away_win,1590,1720,0.2313,0.28,0.4887,True,friendly,2021
Germany,France,0,0,draw,1880,1840,0.4013,0.28,0.3187,False,group,2024
Serbia,France,2,2,draw,1695,1840,0.2179,0.28,0.5021,False,semi,2013
Qatar,South Korea,2,3,away_win,1490,1590,0.2592,0.28,0.4608,True,round_of_16,2020
Uruguay,Brazil,2,3,away_win,1680,1820,0.2223,0.28,0.4977,True,group,2022
Australia,Canada,3,0,home_win,1580,1560,0.3807,0.28,0.3393,True,group,2025
Spain,Ghana,4,3,home_win,1800,1550,0.582,0.28,0.138,True,group,2025
Ghana,Iran,1,1,draw,1650,1530,0.4796,0.28,0.2404,False,group,2018
Netherlands,Poland,2,1,home_win,1750,1600,0.5064,0.28,0.2136,True,group,2011
Italy,South Korea,0,0,draw,1810,1590,0.5617,0.28,0.1583,False,round_of_16,2017
Morocco,Portugal,1,2,away_win,1650,1760,0.2497,0.28,0.4703,True,group,2021
Iran,Serbia,2,3,away_win,1530,1595,0.2934,0.28,0.4266,True,round_of_16,2017
Costa Rica,Poland,2,3,away_win,1510,1600,0.2688,0.28,0.4512,True,group,2015
Cameroon,Japan,4,3,home_win,1560,1640,0.2785,0.28,0.4415,True,quarter,2019
Tunisia,Switzerland,1,0,home_win,1540,1660,0.2404,0.28,0.4796,True,round_of_16,2017
USA,Croatia,1,1,draw,1620,1700,0.2785,0.28,0.4415,True,quarter,2025
Ecuador,Australia,1,2,away_win,1570,1580,0.3496,0.28,0.3704,True,friendly,2022
Netherlands,Croatia,4,2,home_win,1750,1700,0.4115,0.28,0.3085,True,quarter,2023
Canada,Serbia,4,3,home_win,1660,1595,0.4266,0.28,0.2934,False,quarter,2018
Costa Rica,Argentina,2,3,away_win,1510,1850,0.0891,0.28,0.6309,True,friendly,2015
Saudi Arabia,Japan,2,2,draw,1520,1640,0.2404,0.28,0.4796,True,group,2024
South Korea,Cameroon,0,3,away_win,1590,1560,0.391,0.28,0.329,True,friendly,2011
USA,Qatar,4,2,home_win,1620,1490,0.4887,0.28,0.2313,True,group,2012
Cameroon,USA,1,1,draw,1560,1620,0.2984,0.28,0.4216,True,group,2012
Morocco,Australia,0,2,away_win,1750,1580,0.5233,0.28,0.1967,False,semi,2018
Morocco,England,2,1,home_win,1750,1790,0.3187,0.28,0.4013,False,friendly,2022
Qatar,Ecuador,1,2,away_win,1490,1570,0.2785,0.28,0.4415,True,round_of_16,2023
Cameroon,England,1,2,away_win,1560,1790,0.1513,0.28,0.5687,True,round_of_16,2011
Costa Rica,France,6,6,draw,1510,1840,0.0937,0.28,0.6263,True,friendly,2021
Morocco,Costa Rica,3,2,home_win,1650,1510,0.4977,0.28,0.2223,True,group,2022
Iran,Poland,0,4,away_win,1630,1600,0.391,0.28,0.329,False,group,2025
Qatar,Spain,4,5,away_win,1490,1800,0.1035,0.28,0.6165,True,friendly,2023
Canada,Senegal,3,4,away_win,1560,1610,0.3085,0.28,0.4115,True,friendly,2014
Morocco,Italy,2,2,draw,1750,1710,0.4013,0.28,0.3187,False,group,2016
Iran,Costa Rica,0,3,away_win,1530,1510,0.3807,0.28,0.3393,True,friendly,2015
Croatia,Serbia,3,3,draw,1700,1595,0.4656,0.28,0.2544,True,semi,2020
Cameroon,England,0,1,away_win,1560,1790,0.1513,0.28,0.5687,True,group,2012
Wales,Ghana,3,0,home_win,1710,1550,0.515,0.28,0.205,False,friendly,2023
Argentina,Senegal,2,1,home_win,1850,1610,0.5755,0.28,0.1445,True,quarter,2018
Costa Rica,Ghana,3,2,home_win,1510,1550,0.3187,0.28,0.4013,True,friendly,2025
Cameroon,England,4,5,away_win,1660,1790,0.2313,0.28,0.4887,False,group,2010
Mexico,England,3,4,away_win,1630,1790,0.205,0.28,0.515,True,group,2017
England,Ecuador,3,2,home_win,1790,1570,0.5617,0.28,0.1583,True,friendly,2019
Italy,Portugal,1,2,away_win,1710,1760,0.3085,0.28,0.4115,True,group,2012
France,Costa Rica,2,1,home_win,1840,1510,0.6263,0.28,0.0937,True,friendly,2024
USA,Qatar,1,0,home_win,1620,1490,0.4887,0.28,0.2313,True,quarter,2014
Uruguay,Switzerland,0,1,away_win,1780,1660,0.4796,0.28,0.2404,False,friendly,2010
Ecuador,Cameroon,3,4,away_win,1570,1560,0.3704,0.28,0.3496,True,group,2016
Switzerland,Spain,1,2,away_win,1660,1800,0.2223,0.28,0.4977,True,group,2024
USA,Netherlands,2,1,home_win,1720,1750,0.329,0.28,0.391,False,semi,2012
Portugal,Uruguay,1,1,draw,1760,1680,0.4415,0.28,0.2785,True,group,2018
Spain,Switzerland,1,2,away_win,1900,1660,0.5755,0.28,0.1445,False,group,2011
Argentina,Cameroon,2,0,home_win,1850,1560,0.6059,0.28,0.1141,True,group,2016
Netherlands,Denmark,1,2,away_win,1750,1670,0.4415,0.28,0.2785,True,group,2016
Argentina,Germany,0,1,away_win,1950,1780,0.5233,0.28,0.1967,False,friendly,2020
Costa Rica,Argentina,3,4,away_win,1610,1850,0.1445,0.28,0.5755,False,friendly,2020
Brazil,South Korea,2,1,home_win,1820,1590,0.5687,0.28,0.1513,True,semi,2017
USA,Cameroon,4,3,home_win,1620,1560,0.4216,0.28,0.2984,True,group,2019
Uruguay,Mexico,2,3,away_win,1680,1630,0.4115,0.28,0.3085,True,group,2015
Serbia,France,3,4,away_win,1595,1840,0.1413,0.28,0.5787,True,friendly,2014
Australia,Qatar,6,5,home_win,1580,1490,0.4512,0.28,0.2688,True,friendly,2019
Canada,Ghana,0,3,away_win,1560,1550,0.3704,0.28,0.3496,True,friendly,2016
Australia,Ecuador,2,1,home_win,1680,1570,0.4703,0.28,0.2497,False,quarter,2015
Qatar,Cameroon,2,3,away_win,1490,1560,0.2884,0.28,0.4316,True,quarter,2016
Cameroon,France,0,2,away_win,1660,1840,0.1886,0.28,0.5314,False,group,2013
Portugal,Serbia,2,3,away_win,1760,1595,0.5192,0.28,0.2008,True,quarter,2017
Japan,Iran,2,1,home_win,1640,1530,0.4703,0.28,0.2497,True,group,2019
Serbia,Brazil,0,1,away_win,1595,1820,0.1548,0.28,0.5652,True,round_of_16,2020
Wales,Costa Rica,1,2,away_win,1610,1510,0.4608,0.28,0.2592,True,friendly,2024
Portugal,Mexico,1,2,away_win,1760,1630,0.4887,0.28,0.2313,True,group,2025
Poland,Iran,4,0,home_win,1600,1530,0.4316,0.28,0.2884,True,friendly,2013
Croatia,Argentina,1,1,draw,1700,1850,0.2136,0.28,0.5064,True,friendly,2012
Tunisia,Brazil,2,3,away_win,1540,1820,0.1198,0.28,0.6002,True,semi,2024
Denmark,Argentina,0,0,draw,1770,1850,0.2785,0.28,0.4415,False,friendly,2020
France,Tunisia,0,2,away_win,1840,1540,0.6113,0.28,0.1087,True,semi,2021
South Korea,Ecuador,0,0,draw,1690,1570,0.4796,0.28,0.2404,False,friendly,2013
Ghana,Senegal,3,2,home_win,1650,1610,0.4013,0.28,0.3187,False,semi,2011
Spain,Canada,2,1,home_win,1800,1560,0.5755,0.28,0.1445,True,quarter,2013
Spain,Morocco,1,0,home_win,1800,1650,0.5064,0.28,0.2136,True,friendly,2017
Netherlands,Italy,3,3,draw,1750,1710,0.4013,0.28,0.3187,True,friendly,2020
Netherlands,Germany,3,3,draw,1750,1780,0.329,0.28,0.391,True,friendly,2014
Costa Rica,Portugal,4,5,away_win,1510,1760,0.138,0.28,0.582,True,quarter,2016
Cameroon,Tunisia,4,5,away_win,1560,1540,0.3807,0.28,0.3393,True,quarter,2021
Cameroon,Iran,3,4,away_win,1560,1530,0.391,0.28,0.329,True,group,2024
Croatia,Ecuador,1,1,draw,1800,1570,0.5687,0.28,0.1513,False,quarter,2025
Spain,South Korea,1,1,draw,1800,1590,0.5545,0.28,0.1655,True,final,2021
Portugal,Morocco,2,2,draw,1760,1650,0.4703,0.28,0.2497,True,group,2018
Senegal,Uruguay,2,2,draw,1710,1680,0.391,0.28,0.329,False,friendly,2014
Tunisia,Cameroon,0,1,away_win,1540,1560,0.3393,0.28,0.3807,True,group,2021
Denmark,Poland,2,3,away_win,1670,1600,0.4316,0.28,0.2884,True,group,2014
Brazil,Japan,2,2,draw,1820,1640,0.5314,0.28,0.1886,True,friendly,2025
Australia,Canada,0,1,away_win,1580,1560,0.3807,0.28,0.3393,True,group,2017
France,Iran,2,2,draw,1840,1530,0.6165,0.28,0.1035,True,friendly,2016
Japan,England,3,3,draw,1640,1790,0.2136,0.28,0.5064,True,friendly,2021
South Korea,USA,1,1,draw,1690,1620,0.4316,0.28,0.2884,False,friendly,2019
Portugal,Mexico,4,4,draw,1860,1630,0.5687,0.28,0.1513,False,round_of_16,2016
Argentina,Australia,2,2,draw,1850,1580,0.5944,0.28,0.1256,True,round_of_16,2024
Tunisia,England,3,1,home_win,1540,1790,0.138,0.28,0.582,True,friendly,2020
Croatia,Switzerland,1,1,draw,1700,1660,0.4013,0.28,0.3187,True,round_of_16,2022
Costa Rica,Poland,1,2,away_win,1610,1600,0.3704,0.28,0.3496,False,semi,2016
Cameroon,Serbia,2,6,away_win,1560,1595,0.3239,0.28,0.3961,True,friendly,2022
Ghana,Costa Rica,1,2,away_win,1550,1510,0.4013,0.28,0.3187,True,friendly,2021
Canada,Serbia,0,0,draw,1560,1595,0.3239,0.28,0.3961,True,group,2020
Denmark,Qatar,5,1,home_win,1670,1490,0.5314,0.28,0.1886,True,quarter,2022
Ecuador,Qatar,1,0,home_win,1570,1490,0.4415,0.28,0.2785,True,group,2018
Denmark,Spain,2,0,home_win,1670,1800,0.2313,0.28,0.4887,True,round_of_16,2010
Uruguay,South Korea,1,1,draw,1680,1590,0.4512,0.28,0.2688,True,quarter,2010
Uruguay,France,1,2,away_win,1680,1840,0.205,0.28,0.515,True,group,2014
Costa Rica,Croatia,4,0,home_win,1510,1700,0.1807,0.28,0.5393,True,round_of_16,2022
Switzerland,Qatar,1,1,draw,1660,1490,0.5233,0.28,0.1967,True,group,2017
Belgium,USA,0,3,away_win,1720,1620,0.4608,0.28,0.2592,True,group,2015
Belgium,Cameroon,2,2,draw,1720,1560,0.515,0.28,0.205,True,friendly,2013
Senegal,Japan,0,1,away_win,1610,1640,0.329,0.28,0.391,True,friendly,2014
Ecuador,Cameroon,4,5,away_win,1570,1560,0.3704,0.28,0.3496,True,quarter,2012
Portugal,Croatia,0,1,away_win,1760,1700,0.4216,0.28,0.2984,True,group,2022
Argentina,England,1,2,away_win,1850,1790,0.4216,0.28,0.2984,True,quarter,2014
Wales,South Korea,2,1,home_win,1610,1590,0.3807,0.28,0.3393,True,round_of_16,2012
Denmark,USA,2,1,home_win,1670,1620,0.4115,0.28,0.3085,True,quarter,2023
Argentina,South Korea,0,1,away_win,1850,1590,0.5883,0.28,0.1317,True,group,2016
Tunisia,Senegal,1,0,home_win,1540,1610,0.2884,0.28,0.4316,True,friendly,2023
Australia,Ghana,1,2,away_win,1580,1550,0.391,0.28,0.329,True,round_of_16,2010
Germany,Belgium,2,2,draw,1780,1720,0.4216,0.28,0.2984,True,group,2025
Cameroon,Mexico,2,3,away_win,1560,1630,0.2884,0.28,0.4316,True,friendly,2014
Cameroon,Portugal,1,1,draw,1560,1760,0.173,0.28,0.547,True,round_of_16,2016
Ghana,Portugal,0,0,draw,1550,1760,0.1655,0.28,0.5545,True,group,2024
Costa Rica,Iran,2,1,home_win,1510,1530,0.3393,0.28,0.3807,True,group,2017
Portugal,France,1,1,draw,1760,1840,0.2785,0.28,0.4415,True,friendly,2013
Serbia,Switzerland,1,2,away_win,1595,1660,0.2934,0.28,0.4266,True,friendly,2012
Uruguay,Australia,4,3,home_win,1680,1580,0.4608,0.28,0.2592,True,quarter,2012
Netherlands,Morocco,2,1,home_win,1850,1650,0.547,0.28,0.173,False,quarter,2025
England,Tunisia,3,3,draw,1890,1540,0.6353,0.28,0.0847,False,group,2012
Morocco,Ecuador,0,0,draw,1650,1570,0.4415,0.28,0.2785,True,friendly,2013
Croatia,Morocco,1,1,draw,1700,1650,0.4115,0.28,0.3085,True,group,2017
Costa Rica,USA,3,2,home_win,1510,1620,0.2497,0.28,0.4703,True,round_of_16,2015
Japan,Mexico,3,2,home_win,1640,1630,0.3704,0.28,0.3496,True,semi,2017
Iran,Germany,4,3,home_win,1530,1780,0.138,0.28,0.582,True,round_of_16,2024
Costa Rica,Germany,2,3,away_win,1510,1780,0.1256,0.28,0.5944,True,quarter,2021
Canada,Spain,0,1,away_win,1560,1800,0.1445,0.28,0.5755,True,friendly,2018
Italy,USA,3,1,home_win,1710,1620,0.4512,0.28,0.2688,True,friendly,2016
Portugal,Wales,0,4,away_win,1760,1610,0.5064,0.28,0.2136,True,group,2021
Mexico,Ghana,4,3,home_win,1630,1550,0.4415,0.28,0.2785,True,group,2020
Morocco,Belgium,2,1,home_win,1650,1720,0.2884,0.28,0.4316,True,group,2013
Netherlands,Argentina,4,3,home_win,1750,1850,0.2592,0.28,0.4608,True,semi,2022
Morocco,South Korea,1,0,home_win,1650,1590,0.4216,0.28,0.2984,True,friendly,2025
Wales,Mexico,4,3,home_win,1610,1630,0.3393,0.28,0.3807,True,friendly,2013
USA,England,0,1,away_win,1620,1790,0.1967,0.28,0.5233,True,friendly,2012
Morocco,Belgium,2,2,draw,1650,1720,0.2884,0.28,0.4316,True,final,2014
Tunisia,Poland,1,1,draw,1540,1600,0.2984,0.28,0.4216,True,friendly,2022
Poland,England,2,3,away_win,1700,1790,0.2688,0.28,0.4512,False,friendly,2015
Belgium,Canada,2,1,home_win,1720,1560,0.515,0.28,0.205,True,group,2022
England,Iran,2,1,home_win,1790,1530,0.5883,0.28,0.1317,True,group,2024
England,South Korea,1,1,draw,1790,1590,0.547,0.28,0.173,True,round_of_16,2019
England,Italy,0,0,draw,1890,1710,0.5314,0.28,0.1886,False,quarter,2018
USA,Croatia,3,2,home_win,1620,1700,0.2785,0.28,0.4415,True,quarter,2021
England,Morocco,2,1,home_win,1790,1650,0.4977,0.28,0.2223,True,group,2011
Cameroon,USA,0,0,draw,1660,1620,0.4013,0.28,0.3187,False,friendly,2022
Iran,Ecuador,5,4,home_win,1530,1570,0.3187,0.28,0.4013,True,friendly,2024
Ecuador,Japan,1,2,away_win,1570,1640,0.2884,0.28,0.4316,True,quarter,2017
France,Saudi Arabia,0,0,draw,1940,1520,0.6611,0.28,0.0589,False,group,2016
Spain,Cameroon,3,3,draw,1800,1560,0.5755,0.28,0.1445,True,semi,2011
Qatar,Saudi Arabia,2,2,draw,1490,1520,0.329,0.28,0.391,True,group,2023
Cameroon,Denmark,2,1,home_win,1560,1670,0.2497,0.28,0.4703,True,group,2017
Saudi Arabia,Australia,0,1,away_win,1520,1580,0.2984,0.28,0.4216,True,round_of_16,2012
Senegal,Spain,0,2,away_win,1710,1800,0.2688,0.28,0.4512,False,group,2017
Senegal,Argentina,1,2,away_win,1610,1850,0.1445,0.28,0.5755,True,friendly,2015
France,Brazil,0,1,away_win,1840,1820,0.3807,0.28,0.3393,True,group,2010
South Korea,Uruguay,3,3,draw,1590,1680,0.2688,0.28,0.4512,True,group,2016
Tunisia,Cameroon,3,4,away_win,1540,1560,0.3393,0.28,0.3807,True,round_of_16,2016
Serbia,Qatar,3,2,home_win,1595,1490,0.4656,0.28,0.2544,True,group,2015
Senegal,Switzerland,1,5,away_win,1610,1660,0.3085,0.28,0.4115,True,quarter,2012
USA,England,4,5,away_win,1620,1790,0.1967,0.28,0.5233,True,friendly,2011
Switzerland,Iran,2,2,draw,1660,1530,0.4887,0.28,0.2313,True,friendly,2018
Argentina,Mexico,4,3,home_win,1850,1630,0.5617,0.28,0.1583,True,friendly,2021
Canada,Portugal,3,4,away_win,1560,1760,0.173,0.28,0.547,True,group,2018
Denmark,Costa Rica,1,0,home_win,1770,1510,0.5883,0.28,0.1317,False,group,2024
Ecuador,Brazil,3,4,away_win,1570,1820,0.138,0.28,0.582,True,friendly,2019
Spain,Belgium,2,1,home_win,1900,1720,0.5314,0.28,0.1886,False,group,2025
France,Cameroon,0,2,away_win,1840,1560,0.6002,0.28,0.1198,True,friendly,2022
Canada,Cameroon,4,4,draw,1660,1560,0.4608,0.28,0.2592,False,group,2019
Ghana,Netherlands,2,3,away_win,1550,1750,0.173,0.28,0.547,True,group,2021
Saudi Arabia,Wales,3,0,home_win,1520,1610,0.2688,0.28,0.4512,True,semi,2024
Croatia,Ghana,1,0,home_win,1700,1550,0.5064,0.28,0.2136,True,friendly,2021
Ghana,Switzerland,2,3,away_win,1550,1660,0.2497,0.28,0.4703,True,friendly,2018
Qatar,USA,3,2,home_win,1490,1620,0.2313,0.28,0.4887,True,round_of_16,2012
Saudi Arabia,Croatia,2,1,home_win,1620,1700,0.2785,0.28,0.4415,False,friendly,2019
Japan,Serbia,3,2,home_win,1740,1595,0.5021,0.28,0.2179,False,group,2013
Denmark,Spain,2,3,away_win,1670,1800,0.2313,0.28,0.4887,True,friendly,2013
Qatar,Wales,3,3,draw,1590,1610,0.3393,0.28,0.3807,False,friendly,2022
Cameroon,Tunisia,1,2,away_win,1560,1540,0.3807,0.28,0.3393,True,quarter,2016
Iran,Australia,3,2,home_win,1530,1580,0.3085,0.28,0.4115,True,friendly,2016
